Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
Total,Carlos Moncrief,SFG,4,0.25,0.5,0.5,0,0.25,0,0.25,0,0,-0.010802243,-0.498402241,0.173248515,2.048712874,7511
Total,Justin Nicolino,MIA,4,0,0.5,0,0,0,0,0,0,0,-0.595608089,-1.083208088,0,-100,11754
Total,Eduardo Rodriguez,BOS,4,0,0.25,0,0,0,0,0,0,0,-0.589982508,-1.080582505,0,-100,13164
Total,Ariel Miranda,SEA,4,0,0.5,0,0,0,0,0,0,0,-0.595608089,-1.083208088,0,-100,17526
Total,Alex Young,ARI,4,0,0.25,0,0,0,0,0,0,0,-0.602506114,-1.106106115,0,-100,18333
Total,Dillon Peters,MIA,4,0,0.5,0,0,0,0,0,0,0,-0.577458902,-1.055058895,0,-100,18790
Total,Cole Irvin,PHI,4,0,0.25,0,0.25,0.25,0.25,0.5,0,0.333333333,0.149198325,-0.354401677,0.217402518,28.00191548,19244
Total,Jeff Locke,MIA,3,0.333333333,0.666666666,0.5,0,0.333333333,0,0.333333333,0,0,0.13809978,-0.227600219,0.230998019,40.27248842,2929
Total,Francisco Liriano,2 Tms,3,0,0,0,0.5,0.5,0.5,1,0,0.5,0.321423053,-0.038276942,0.434805036,85.63808724,3201
Total,T.J. McFarland,ARI,3,0,0.666666666,0,0,0,0,0,0,0,-0.430281386,-0.78998138,0,-100,3237
Total,Andre Ethier,LAD,3,0,0,0,0,0,0,0,0,0,-0.446706067,-0.812406066,0,-100,6265
Total,Scott Alexander,2 Tms,3,0,0.666666666,0,0,0,0,0,0,0,-0.42855688,-0.784256873,0,-100,10591
Total,Drew Smyly,2 Tms,3,0,0.333333333,0,0,0,0,0,0,0,-0.451879585,-0.829579586,0,-100,11760
Total,Dylan Floro,3 Tms,3,0,0.333333333,0,0,0,0,0,0,0,-0.439355979,-0.804055976,0,-100,13394
Total,Blake Snell,TBR,3,0.333333333,0.333333333,1,0,0.666666666,0,0.666666666,0,0,0.730532968,0.379832977,0.469901502,207.0561388,13543
Total,Ian Miller,MIN,3,0,0.333333333,0,0,0,0,0,0,0,-0.451879585,-0.829579586,0,-100,15156
Total,Kean Wong,2 Tms,3,0,0,0,0.333333333,0.333333333,0.333333333,0.666666666,0,0.333333333,0.299824853,-0.077875148,0.289870024,86.36422229,15994
Total,Corban Joseph,2 Tms,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.450451381,0.198651381,0.434805036,186.6331972,5503
Total,J.A. Happ,NYY,2,0,0,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,7410
Total,Tyler Skaggs,LAA,2,0,1,0,0,0,0,0,0,0,-0.299528551,-0.547328551,0,-100,10190
Total,Josh Smoker,NYM,2,0,1,0,0,0,0,0,0,0,-0.297804045,-0.541604044,0,-100,10285
Total,Matthew den Dekker,2 Tms,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.451076382,0.212276385,0.438334405,188.8711276,11385
Total,Roenis Elias,SEA,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.437852782,0.204052788,0.439765364,186.8433656,12673
Total,Ryan Carpenter,DET,2,0,0.5,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,12699
Total,Tyler Pill,NYM,2,0,0.5,0,0,0,0,0,0,0,-0.297804045,-0.541604044,0,-100,12751
Total,John Brebbia,STL,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,12777
Total,Mitch Walding,PHI,2,0,1,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,13006
Total,Wandy Peralta,CIN,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,14295
Total,Yohander Mendez,TEX,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,14391
Total,Randy Rosario,CHC,2,0.5,0,1,0,0.5,0,0.5,0,0,0.272053683,0.029253686,0.344764799,123.2329331,14508
Total,Anthony Banda,ARI,2,0,0,0,0,0,0,0,0,0,-0.297804045,-0.541604044,0,-100,14706
Total,Taylor Williams,MIL,2,0,1,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,14899
Total,Dom Nunez,COL,2,0,0.5,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,15055
Total,Luke Farrell,CHC,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,15101
Total,Marco Gonzales,SEA,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,15467
Total,Jacob Hannemann,SEA,2,0,0.5,0,0,0,0,0,0,0,-0.297804045,-0.541604044,0,-100,15644
Total,Carlos Rodon,CHW,2,0,0.5,0,0,0,0,0,0,0,-0.297804045,-0.541604044,0,-100,16137
Total,Harrison Musgrave,COL,2,0,0.5,0,0,0,0,0,0,0,-0.279654857,-0.513454851,0,-100,16532
Total,Jalen Beeks,TBR,2,0,1,0,0,0,0,0,0,0,-0.290453957,-0.533253954,0,-100,17192
Total,Ranger Suarez,PHI,2,0,0.5,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,17277
Total,Kolby Allard,TEX,2,0,0,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,18694
Total,Conner Menez,SFG,2,0,0,0,0,0,0,0,0,0,-0.301253057,-0.553053058,0,-100,19199
Total,Donnie Walton,SEA,2,0.5,0,1,0,0.5,0,0.5,0,0,0.295451418,0.043651417,0.3451491,119.3081736,19314
Total,Brendan McKay,TBR,2,0.5,0.5,1,0,0.5,0,0.5,0,0,0.295451418,0.043651417,0.3451491,118.9638591,20186
Total,Sean Doolittle,WSN,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,1581
Total,Jorge De La Rosa,ARI,1,1,0,1,0,1,0,1,0,0,0.422680211,0.305780214,0.689529598,345.6727343,2047
Total,Zach Duke,MIN,1,0,1,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,3840
Total,Brian Duensing,CHC,1,0,1,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,4064
Total,Kirk Nieuwenhuis,MIL,1,1,0,1,0,1,0,1,0,0,0.435903824,0.314003825,0.692994058,338.1831876,6400
Total,Tommy Milone,NYM,1,1,0,1,0,1,0,1,0,0,0.435903824,0.314003825,0.692994058,344.6217946,7608
Total,Kirby Yates,SDP,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,9073
Total,Brad Hand,SDP,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,9111
Total,Buddy Baumann,NYM,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,9309
Total,Quintin Berry,MIL,1,0,0,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,9414
Total,Danny Ortiz,PIT,1,0,0,0,1,1,1,2,0,1,0.59090381,0.46900381,0.876668811,461.4305365,10317
Total,Drew Hutchison,PHI,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,10732
Total,Ramon Flores,LAA,1,0,0,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,11165
Total,Josh Osich,CHW,1,0,0,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,11528
Total,Hoby Milner,PHI,1,0,1,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,13346
Total,Daniel Norris,DET,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,13475
Total,Brian Johnson,BOS,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,14272
Total,Justin Williams,TBR,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,15490
Total,Dillon Overton,SDP,1,0,1,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,15627
Total,Brandon Finnegan,CIN,1,0,0,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,16208
Total,Jordan Montgomery,NYY,1,1,0,1,0,1,0,1,0,0,0.435903824,0.314003825,0.692994058,353.5315217,16511
Total,Yandy Diaz,TBR,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,16578
Total,Brock Stewart,LAD,1,0,1,0,0,0,0,0,0,0,-0.148902022,-0.270802022,0,-100,16727
Total,Braxton Lee,MIA,1,0,1,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,16839
Total,Austin Davis,PHI,1,0,1,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,17117
Total,Jose Castillo,SDP,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,17169
Total,Genesis Cabrera,STL,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,17490
Total,Kevin Kaczmarski,NYM,1,0,0,0,0,0,0,0,0,0,-0.139827429,-0.256727426,0,-100,18146
Total,Jarlin Garcia,MIA,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,18282
Total,Jose Quijada,MIA,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,19200
Total,Jon Duplantier,ARI,1,0,0,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,19546
Total,Nick Margevicius,SDP,1,0,1,0,0,0,0,0,0,0,-0.150626528,-0.276526529,0,-100,20395
